,tweet_source,tweet_text,tweet_date,tweet_vader_score,tweet_pos_score,tweet_neu_score,tweet_neg_score
273,CBS News,RT @FaceTheNation: .@realDonaldTrump says “we’ll come back if we have to” when @margbrennan asks about a potential resurgence of ISIS in Ir…,Sun Feb 03 15:43:45 +0000 2019,0.0,0.0,1.0,0.0
274,CBS News,"Would President Trump shut down the government again later this month? ""I don't take anything off the table,"" he te… https://t.co/qbmOUnNGP6",Sun Feb 03 15:35:09 +0000 2019,0.0,0.0,1.0,0.0
275,CBS News,".@FaceTheNation starts now. Watch @margbrennan interview President Trump about football, race, foreign policy, the… https://t.co/2FiorV408Q",Sun Feb 03 15:29:46 +0000 2019,0.0,0.0,1.0,0.0
276,CBS News,"RT @CBSSunday: It's Sam Elliott season

The veteran character actor, a first-time Oscar-nominee for ""A Star Is Born,"" has been living a sur…",Sun Feb 03 15:12:23 +0000 2019,0.0,0.0,1.0,0.0
277,CBS News,"Two winter storms slam California, with a third expected to dump even more rain Sunday https://t.co/oL9vl3OvWi https://t.co/Orc2jJgyLb",Sun Feb 03 15:09:37 +0000 2019,-0.6369,0.0,0.729,0.271
278,CBS News,Kansas City Chief quarterback Patrick Mahomes wins NFL MVP award https://t.co/OnXZ4IgfVD https://t.co/l4scQFiuGJ,Sun Feb 03 14:49:47 +0000 2019,0.802,0.419,0.581,0.0
279,CBS News,"President Trump tells @margbrennan he doesn't ""have to agree"" with his intelligence chiefs on global threats. Watch… https://t.co/fNduWW7FG1",Sun Feb 03 14:29:50 +0000 2019,-0.2047,0.135,0.652,0.213
280,The New York Times,"""To many people, the idea of speed limits feel like an affront to masculinity, like we’re getting softer, we’re deg… https://t.co/q8pT6aVAHF",Sun Feb 03 22:15:06 +0000 2019,0.6124,0.208,0.792,0.0
281,The New York Times,Behind the Lion Air crash off Indonesia: The story of a modification to the Boeing 737’s flight control system show… https://t.co/SeTRXMmJiZ,Sun Feb 03 22:05:04 +0000 2019,-0.4019,0.0,0.876,0.124
282,The New York Times,Not into the Super Bowl? Perhaps you'd like to read about some Superb Owls instead. https://t.co/HFfKZmYc4v,Sun Feb 03 21:45:05 +0000 2019,0.5352,0.29,0.572,0.138
283,The New York Times,"2 historically black neighborhoods lie in the shadow of the Atlanta stadium hosting this year’s Super Bowl, but the… https://t.co/FU3RXNJLUU",Sun Feb 03 21:31:04 +0000 2019,0.3506,0.12,0.88,0.0
284,The New York Times,"While HBO's biggest hit ever, ""Game of Thrones,"" is 3 months away from its end, the cable channel is planning a big… https://t.co/b0BzYJjQr9",Sun Feb 03 21:15:09 +0000 2019,0.0,0.0,1.0,0.0
285,The New York Times,"A man was shot and died on a Queens subway platform after a fight on a Manhattan-bound 7 train, police said https://t.co/Lv46sVynqP",Sun Feb 03 21:05:03 +0000 2019,-0.7351,0.0,0.708,0.292
286,The New York Times,The spate of sorrys is indicative of a crowded field of Democratic candidates who understand that the party’s incre… https://t.co/65a8BAzXyf,Sun Feb 03 21:00:19 +0000 2019,0.0,0.0,1.0,0.0
287,The New York Times,The Muslim Community Patrol sees itself as a neighborhood watch. But there was alarm after its patrol cars were spo… https://t.co/JZdt53qe2v,Sun Feb 03 20:45:05 +0000 2019,-0.4767,0.0,0.86,0.14
288,The New York Times,Can the Rams pull off a Super Bowl upset against the 5-time champion Patriots? Here’s our prediction for how the ga… https://t.co/m04JgD8VwT,Sun Feb 03 20:30:07 +0000 2019,0.7351,0.275,0.634,0.092
289,The New York Times,"This Vietnamese braised beef stew is not so different from a traditional French pot au feu, but spiced with lemongr… https://t.co/hkMMyEHG7j",Sun Feb 03 20:15:03 +0000 2019,0.0,0.0,1.0,0.0
290,The New York Times,"In Opinion

Pamela Paul writes, ""When you reach your breaking point, boredom teaches you to respond constructively,… https://t.co/ThnHGPCETN",Sun Feb 03 20:00:07 +0000 2019,-0.296,0.057,0.825,0.119
291,The New York Times,"As a rules analyst, Gene Steratore will be explaining the intricacies of the NFL rule book to millions of fans watc… https://t.co/yUuQOSe3yy",Sun Feb 03 19:45:06 +0000 2019,0.0,0.0,1.0,0.0
292,The New York Times,"""I think the NFL is a great product, but I really think that as far as my son — well, I've heard NFL players saying… https://t.co/FErxlli9Rt",Sun Feb 03 19:33:03 +0000 2019,0.6369,0.198,0.802,0.0
293,The New York Times,"RT @anniecorreal: Here’s what happened today when protestors and family members stormed MDC Brooklyn, a federal jail largely without electr…",Sun Feb 03 19:15:08 +0000 2019,0.0,0.0,1.0,0.0
294,The New York Times,"A gender-bending blues performer, Gladys Bentley confronted male entitlement and sexual abuse in her lyrics, and be… https://t.co/I20CK9wuZi",Sun Feb 03 19:15:08 +0000 2019,-0.7184,0.0,0.714,0.286
295,The New York Times,"People protesting the lack of heat and electricity at a federal jail in Brooklyn stormed the facility, then were ap… https://t.co/Bzzzc4qRTA",Sun Feb 03 19:05:08 +0000 2019,-0.6249,0.0,0.779,0.221
296,The New York Times,"Visit Chongli, China, to see firsthand how the world’s most populous country is working overtime to become a compet… https://t.co/v3zGeBHhBj",Sun Feb 03 19:00:14 +0000 2019,0.0,0.0,1.0,0.0
297,The New York Times,"RT @nytimesarts: What's on TV tonight: There’s truly something for everyone with the Super Bowl, the Puppy Bowl, the Kitten Bowl and TLC’s…",Sun Feb 03 18:45:06 +0000 2019,0.7783,0.245,0.755,0.0
298,The New York Times,Breaking News: Pope Francis arrived in Abu Dhabi for a 3-day trip. He is the first pontiff to visit the Arabian Pen… https://t.co/2F6Sgl3Tap,Sun Feb 03 18:38:22 +0000 2019,0.0,0.0,1.0,0.0
299,The New York Times,Video showing a black woman being dragged from a train by transit officers in Sweden is raising questions about the… https://t.co/PqQYJ33Tlg,Sun Feb 03 18:31:51 +0000 2019,-0.0516,0.0,0.938,0.062
300,Fox News,"Devotees lit earthen lamps in Ayodhya, India as part of Diwali celebrations, also known as a festival of lights, on… https://t.co/uWGZnrkvqD",Thu Nov 08 07:51:00 +0000 2018,0.5719,0.207,0.793,0.0
301,Fox News,".@TGowdySC on Jeff Sessions resigning: ""It was going to happen...He's been a proverbial dead man walking for severa… https://t.co/ojKL4KMFTz",Thu Nov 08 07:41:00 +0000 2018,-0.7351,0.0,0.721,0.279
302,Fox News,Mob chants threats outside @TuckerCarlson’s DC home https://t.co/IJE8m5gjWi,Thu Nov 08 07:31:00 +0000 2018,-0.4215,0.0,0.714,0.286
303,Fox News,".@TuckerCarlson: ""Supporting marriage and children is the best, maybe the only way, for Republicans or any of us to… https://t.co/fqPwC8XTaY",Thu Nov 08 07:21:00 +0000 2018,0.7964,0.283,0.717,0.0
304,Fox News,.@KennedyNation: Dems in 2020 better without Nancy https://t.co/54vTCiffG4,Thu Nov 08 07:16:00 +0000 2018,0.4404,0.293,0.707,0.0
305,Fox News,Battleground-state Dems who opposed Kavanaugh all defeated https://t.co/guqMSVjd74,Thu Nov 08 07:11:00 +0000 2018,-0.4767,0.0,0.693,0.307
306,Fox News,".@Jim_Jordan on his run for House GOP leader: “We have to match [@POTUS’s] intensity, that’s what I want to do. If… https://t.co/2VOW1ykCsI",Thu Nov 08 07:01:00 +0000 2018,0.0772,0.061,0.939,0.0
307,Fox News,.@senatemajldr: Dem Votes Against Kavanaugh Were a 'Godsend' to GOP in Midterms https://t.co/ietr8sP4EQ,Thu Nov 08 06:51:00 +0000 2018,0.0,0.0,1.0,0.0
308,Fox News,.@marcthiessen: “There’s lots of things that Democrats could take a stand on that they find inherently unacceptable… https://t.co/c7UFDzFd60,Thu Nov 08 06:41:00 +0000 2018,0.0,0.0,1.0,0.0
309,Fox News,".@DarrellIssa on the Mueller probe: ""Two years is a long time to look for a crime you can't prove.""… https://t.co/plX9kxpSXy",Thu Nov 08 06:36:00 +0000 2018,-0.5423,0.0,0.829,0.171
310,Fox News,"Second teen dies of gunshot wound after Oklahoma mom's rampage, authorities say https://t.co/VUQxsa3mq3",Thu Nov 08 06:31:00 +0000 2018,0.0,0.0,1.0,0.0
311,Fox News,.@marcthiessen: “The president today made very clear that he wants to cut deals with the Democrats. And quite frank… https://t.co/MGVdJQVfUt,Thu Nov 08 06:21:00 +0000 2018,0.2006,0.126,0.783,0.091
312,Fox News,"Florida Highway Patrol cruiser hits 142 mph in pursuit, catches on fire https://t.co/GqWKI45AAm",Thu Nov 08 06:11:00 +0000 2018,-0.34,0.0,0.833,0.167
313,Fox News,Democratic strategist @LeslieMarshall: “What we need is not a wall — and not a wall that we can’t afford — but comp… https://t.co/TzRWVJQeVv,Thu Nov 08 06:01:00 +0000 2018,0.0,0.0,1.0,0.0
314,Fox News,"Sex offender gets 22 years after missing boy, 14, found in his room at halfway house, authorities say https://t.co/sDd0VQzob4",Thu Nov 08 05:51:00 +0000 2018,-0.5719,0.0,0.783,0.217
315,Fox News,".@POTUS touts Senate gains, @LelandVittert breaks down the results @foxnewsnight https://t.co/VMzif8sgHH",Thu Nov 08 05:41:00 +0000 2018,0.3182,0.192,0.72,0.088
316,Fox News,Former Kavanaugh colleague among group being considered to replace Sessions as AG: reports https://t.co/HxAlDZx2Mg,Thu Nov 08 05:31:00 +0000 2018,0.0,0.0,1.0,0.0
317,Fox News,"Too close to call: Meticulous vote count transpiring in Arizona Senate race, @aacuna1 reports @foxnewsnight https://t.co/DV6EX4Ogxe",Thu Nov 08 05:26:00 +0000 2018,0.0,0.0,1.0,0.0
318,Fox News,"Former SEAL Mocked by 'SNL' Wins TX House Seat, Calls for More Vets in Congress https://t.co/T0PAhopphH… https://t.co/qhS5BVOE2U",Thu Nov 08 05:21:01 +0000 2018,0.6841,0.298,0.603,0.099
319,Fox News,South Carolina voter told to remove 'Trump' shirt in order to vote: report https://t.co/xWY2EdSpDF,Thu Nov 08 05:11:00 +0000 2018,0.0,0.0,1.0,0.0
320,CNN,Trump says he'd have a hard time letting his son Barron play football https://t.co/gVrVF82FXC https://t.co/bHKvLDIxfJ,Sun Feb 03 16:15:09 +0000 2019,0.25,0.152,0.759,0.089
321,CNN,The House Democratic Women's Working Group is inviting women to wear white to President Trump's State of the Union… https://t.co/zbTI1XcBGJ,Sun Feb 03 16:01:08 +0000 2019,0.3182,0.108,0.892,0.0
322,CNN,Here's who has called for Ralph Northam's resignation https://t.co/gGb2dtYrf2 https://t.co/RNjfvsapkL,Sun Feb 03 15:31:03 +0000 2019,-0.296,0.0,0.804,0.196
323,CNN,"The usual Super Bowl suspects like Coke, Pepsi, Pringles and Doritos are back with new ads that feature a host of c… https://t.co/3nkiCBoSH0",Sun Feb 03 15:31:00 +0000 2019,0.6124,0.23,0.683,0.086
324,CNN,"CNN’s @FareedZakaria: ""I understand that important segments of the Western working class are under great pressure,… https://t.co/SPaqZcITJq",Sun Feb 03 15:18:14 +0000 2019,0.7096,0.282,0.718,0.0
325,CNN,The US government received its worst score since 2011 in a global survey measuring government corruption… https://t.co/KGXdWm10VE,Sun Feb 03 15:01:06 +0000 2019,-0.6249,0.0,0.785,0.215
326,CNN,“It’s troubling to all of us but I think there’s got to be real good communication between the President and the Di… https://t.co/izrHhR68NP,Sun Feb 03 14:48:01 +0000 2019,0.3818,0.148,0.766,0.086
327,CNN,GOP Sen. Richard Shelby says it’s up to President Trump to declare a national emergency but adds the “preferable wa… https://t.co/MJ3tBb2Uj4,Sun Feb 03 14:41:38 +0000 2019,-0.2023,0.0,0.913,0.087
328,CNN,"Chances are “slim” to cut a deal to keep government open if Speaker Pelosi and President Trump remain at odds, GOP… https://t.co/ba0e4h96Dq",Sun Feb 03 14:36:49 +0000 2019,-0.0772,0.079,0.83,0.092
329,CNN,Former Virginia Gov. @TerryMcAuliffe says he’d “like to do it” when asked whether he will run for president in 2020… https://t.co/Rjrqac9hdG,Sun Feb 03 14:34:34 +0000 2019,0.0,0.0,1.0,0.0
330,CNN,The argument over coffee's health impact dates back centuries. Here's a look at coffee's controversial history and… https://t.co/UnGG8DDscS,Sun Feb 03 14:31:00 +0000 2019,-0.5106,0.0,0.777,0.223
331,CNN,".@jaketapper on Virginia Gov. Ralph Northam: “Has he also been a racist?”

Former Virginia Gov. @TerryMcAuliffe: “I… https://t.co/00hHX0ptx9",Sun Feb 03 14:22:56 +0000 2019,0.0,0.0,1.0,0.0
332,CNN,"Terry McAuliffe on Gov. Ralph Northam: “I can’t understand what’s going on but I do know this: Ralph is a good, mor… https://t.co/ORPUr7h7br",Sun Feb 03 14:17:19 +0000 2019,0.5927,0.161,0.839,0.0
333,CNN,Former Virginia Gov. Terry McAuliffe on Gov. Ralph Northam: “Once that picture with the blackface and the klansman… https://t.co/iGLzCNDJ0P,Sun Feb 03 14:12:21 +0000 2019,0.0,0.0,1.0,0.0
334,CNN,“The first time in American political history that a politician attempted to explain his innocence regarding one ra… https://t.co/qOnAmosE14,Sun Feb 03 14:09:29 +0000 2019,0.3818,0.133,0.867,0.0
335,CNN,Here's how stocks performed under each president from Reagan to Trump https://t.co/Ab7YOqNEFF https://t.co/j2HBeN051u,Sun Feb 03 14:01:08 +0000 2019,0.0,0.0,1.0,0.0
336,CNN,Why you can't miss Puppy Bowl 2019 | By Alice Driver for @CNNOpinion https://t.co/3tLaZdIeyo https://t.co/7TCoi9KVfi,Sun Feb 03 13:46:05 +0000 2019,0.1139,0.1,0.9,0.0
337,CNN,"London's Gatwick Airport is testing out an electric, autonomous robot named Stan that parks customers' cars for the… https://t.co/1dAhEkut3J",Sun Feb 03 13:31:00 +0000 2019,0.0,0.0,1.0,0.0
338,CNN,The Washington Post will air a commercial during the Super Bowl paying tribute to the importance of journalism and… https://t.co/YEg1GqnfkJ,Sun Feb 03 13:01:05 +0000 2019,0.7506,0.274,0.726,0.0
339,CNN,The US government has given CNN an inside look at the Pentagon’s work on “deepfakes” — those manipulated videos tha… https://t.co/6t0SRHkpmv,Sun Feb 03 12:31:00 +0000 2019,-0.3818,0.0,0.88,0.12
340,BBC News (World),"Serving up change 🍽️

This hotel is full of ideas to fight food waste

[Tap to expand] https://t.co/qC6djBQPXw https://t.co/ntJG0oxQe0",Sat Feb 02 09:52:20 +0000 2019,-0.6597,0.0,0.795,0.205
341,BBC News (World),Australia weather: Monsoon rains cause floods in Queensland https://t.co/UUsMpztujX,Sat Feb 02 09:17:38 +0000 2019,0.0,0.0,1.0,0.0
342,BBC News (World),Chile escape: Ex-guerrilla Patricio Ortiz Montenegro returns to Santiago https://t.co/XoyG2cNhbN,Sat Feb 02 04:48:21 +0000 2019,0.1779,0.159,0.841,0.0
343,BBC News (World),Why has the West pressed the mute button on Africa? https://t.co/lhm0hcGrUS,Sat Feb 02 00:57:56 +0000 2019,0.0,0.0,1.0,0.0
344,BBC News (World),Roger Stone case: Judge considers gagging order https://t.co/TxD4bMlYMn,Sat Feb 02 00:36:26 +0000 2019,0.0,0.0,1.0,0.0
345,BBC News (World),Virginia Governor Ralph Northam sorry for racist yearbook photo https://t.co/ATHMk2P779,Sat Feb 02 00:01:39 +0000 2019,-0.6486,0.0,0.602,0.398
346,BBC News (World),Chanda Kochhar: The rise and fall of India's celebrated CEO https://t.co/9NfdOk1l5y,Fri Feb 01 22:30:19 +0000 2019,0.5719,0.27,0.73,0.0
347,BBC News (World),Venezuela crisis: Why Russia has so much to lose https://t.co/IK0FVHnsUy,Fri Feb 01 22:14:03 +0000 2019,-0.7943,0.0,0.531,0.469
348,BBC News (World),"Obituary: Susan Hiller, the artist of neglected memories https://t.co/KcI4TbpPqz",Fri Feb 01 22:09:29 +0000 2019,-0.5267,0.0,0.702,0.298
349,BBC News (World),"RT @bbcrugbyunion: 🏉 FULL TIME 🏉 

France 19-24 Wales

Wales come back from 16-0 down at the break to open their Six Nations campaign with…",Fri Feb 01 21:51:34 +0000 2019,0.0,0.0,1.0,0.0
350,BBC News (World),Sausage museum on site of Nazi death camp annex put on hold https://t.co/lTQB1Dzncr,Fri Feb 01 21:34:14 +0000 2019,-0.5994,0.0,0.755,0.245
351,BBC News (World),Senator Elizabeth Warren apologises to Cherokee Nation for DNA test https://t.co/GV6gIAtrqX,Fri Feb 01 21:31:53 +0000 2019,0.2023,0.153,0.847,0.0
352,BBC News (World),"Daron Wint, Washington DC 'mansion murderer', gets life sentence https://t.co/tqMC6D2EWx",Fri Feb 01 20:28:54 +0000 2019,0.0772,0.126,0.874,0.0
353,BBC News (World),Belgian ex-king Albert II refuses DNA in love-child case https://t.co/1STzi64gdb,Fri Feb 01 19:43:53 +0000 2019,0.0,0.0,1.0,0.0
354,BBC News (World),Woman accused of buying winning lotto ticket with stolen credit card https://t.co/28ZpcGX4gI,Fri Feb 01 19:18:04 +0000 2019,0.1531,0.309,0.412,0.278
355,BBC News (World),US stops all aid to Palestinians in West Bank and Gaza https://t.co/ITvaJqNDBh,Fri Feb 01 19:18:00 +0000 2019,-0.1531,0.0,0.873,0.127
356,BBC News (World),Detroit police officer demoted over 'black girl magic' Snapchat post https://t.co/SbjKSSBB0q,Fri Feb 01 18:15:51 +0000 2019,0.0,0.0,1.0,0.0
357,BBC News (World),Japan abused child: Apology over death of Mia Kurihara https://t.co/TsQrtUe47Z,Fri Feb 01 18:00:22 +0000 2019,-0.8481,0.072,0.361,0.566
358,BBC News (World),Holocaust survivor Harry Bibring dies after giving educational talk https://t.co/beBRCEYgcn,Fri Feb 01 17:48:08 +0000 2019,0.5994,0.38,0.62,0.0
359,BBC News (World),Brazil dam: Startling pictures of Brumadinho collapse https://t.co/8zmlklMnzb,Fri Feb 01 17:35:25 +0000 2019,-0.4404,0.124,0.571,0.305
360,CBS News,Pepsi injects fizz into Coke rivalry during Super Bowl week https://t.co/bXunKxq9Er https://t.co/fpkIkQ99tP,Sun Feb 03 14:03:02 +0000 2019,0.5994,0.262,0.738,0.0
361,CBS News,"The next industrial revolution is already here, and it's in your home https://t.co/YvPmPHY00f https://t.co/SqGiRinLJL",Sun Feb 03 13:48:02 +0000 2019,0.0,0.0,1.0,0.0
362,CBS News,Super Bowl 2019: Rams invite widow and son of Borderline shooting hero https://t.co/RqEOefZP9N https://t.co/CxlK6GQJEI,Sun Feb 03 13:33:02 +0000 2019,0.8442,0.453,0.547,0.0
363,CBS News,"Transcript: President Trump on ""Face the Nation,"" February 3, 2019 https://t.co/hFfKcOPn7d https://t.co/B7T2xJADQJ",Sun Feb 03 13:30:11 +0000 2019,0.0,0.0,1.0,0.0
364,CBS News,"New Jersey man charged after video shows him allegedly faking ""slip and fall"" at work https://t.co/yU78muOMoh https://t.co/F1ug5keVJ0",Sun Feb 03 13:18:03 +0000 2019,-0.5574,0.0,0.765,0.235
365,CBS News,"Disney to host its first official LGBTQ pride event, ""Magical Pride"" https://t.co/hioCcfwVKE https://t.co/20Tvgym1sd",Sun Feb 03 13:03:02 +0000 2019,0.5859,0.304,0.696,0.0
366,CBS News,Meet the woman who rented hotel rooms for homeless in Chicago during dangerous polar vortex https://t.co/VuWawoMa4e https://t.co/aiJg6RYR9X,Sun Feb 03 12:48:02 +0000 2019,-0.4767,0.0,0.838,0.162
367,CBS News,$6 billion to be bet on Super Bowl LIII -- not all of it on game itself https://t.co/t62nJLl7l5 https://t.co/PoHoKUZ5QW,Sun Feb 03 12:33:03 +0000 2019,0.5994,0.178,0.822,0.0
368,CBS News,How marriage became a status symbol for millennials https://t.co/lCg5uMBhJt https://t.co/1C5YRPsMCD,Sun Feb 03 12:18:02 +0000 2019,0.0,0.0,1.0,0.0
369,CBS News,"Possum was living in unused, $1 million taxpayer-funded bus https://t.co/QM2jR3WSOT https://t.co/lBijqA2jjB",Sun Feb 03 12:03:03 +0000 2019,0.0,0.0,1.0,0.0
370,CBS News,"The cold snap that swept through the Midwest has some benefits, expert says https://t.co/PSufJzEty2 https://t.co/Pa5CrhmmZr",Sun Feb 03 11:48:02 +0000 2019,0.3818,0.157,0.843,0.0
371,CBS News,"Girls can now join Scouts BSA, once known as Boy Scouts https://t.co/YqeU781Tdj https://t.co/1TCbZYhZ3p",Sun Feb 03 11:33:03 +0000 2019,0.296,0.155,0.845,0.0
372,CBS News,Critically ill football fans get their wish to attend Super Bowl LIII https://t.co/7IE2l0XM6o https://t.co/jdSLmsWVHk,Sun Feb 03 11:18:02 +0000 2019,0.5859,0.324,0.539,0.137
373,CBS News,Walmart offers paid sick leave to its 1.1 million hourly workers https://t.co/7iph7B5X1V https://t.co/2seL54x8Ep,Sun Feb 03 11:03:04 +0000 2019,-0.5423,0.0,0.71,0.29
374,CBS News,Super Bowl Monday could cost companies roughly $4 billion https://t.co/7vYeqMGL6s https://t.co/dsV94FB0U1,Sun Feb 03 10:48:02 +0000 2019,0.5994,0.281,0.719,0.0
375,CBS News,Patriots twins will make history when they play together in the Super Bowl https://t.co/dM9SIQ2E5g https://t.co/AkdAdNVQj8,Sun Feb 03 10:33:02 +0000 2019,0.743,0.326,0.674,0.0
376,CBS News,"Social media platforms ""used for evil and need to get fixed,"" leading journalist says https://t.co/bIlrWtuHAZ https://t.co/mVOpe79zWk",Sun Feb 03 10:18:02 +0000 2019,-0.6597,0.0,0.773,0.227
377,CBS News,Schumer aide asked to leave position over “inappropriate encounters” https://t.co/dwsOLeztUo https://t.co/hXFPHtvvme,Sun Feb 03 10:03:04 +0000 2019,-0.0516,0.0,0.893,0.107
378,CBS News,Black Hawk helicopter and bomb-sniffing dogs: How Atlanta is protecting the Super Bowl https://t.co/Fz7ucj7X2v https://t.co/xGlq2mDWRv,Sun Feb 03 09:48:02 +0000 2019,0.5994,0.218,0.782,0.0
379,CBS News,"Cardi B declined offer to perform at Super Bowl halftime with ""mixed feelings"" https://t.co/25OTgvnqOm https://t.co/XXxw80EGp7",Sun Feb 03 09:33:02 +0000 2019,0.5994,0.231,0.769,0.0
380,The New York Times,"In Opinion

Frank Bruni writes of Tony Romo's NFL predictions, ""His verified foresight proves his genuine insight."" https://t.co/wm7JLxQ9lh",Sun Feb 03 18:15:06 +0000 2019,0.0,0.0,1.0,0.0
381,The New York Times,President Trump would not commit in an interview aired Sunday to making public the results of the special counsel’s… https://t.co/1z09CKJ1Cm,Sun Feb 03 18:01:32 +0000 2019,0.2052,0.12,0.797,0.084
382,The New York Times,"A brutal game got them hooked on painkillers. In retirement, they battle addiction. The opioid crisis courses throu… https://t.co/fZDdiKbaEi",Sun Feb 03 17:45:03 +0000 2019,-0.8957,0.0,0.581,0.419
383,The New York Times,"As Gov. Ralph Northam offered shifting accounts about a racist photograph in his yearbook, political discussions ap… https://t.co/rUURZnl4GE",Sun Feb 03 17:30:04 +0000 2019,-0.6124,0.0,0.8,0.2
384,The New York Times,"The United States Navy conducted its first flyover using all female pilots to honor Capt. Rosemary Mariner, the fir… https://t.co/z4qNJbSmUw",Sun Feb 03 17:15:07 +0000 2019,0.7184,0.25,0.75,0.0
385,The New York Times,"In honor of the centennial of Jackie Robinson’s birth on Jan. 31, 1919, here are 100 photos of an icon https://t.co/MSn1RP4US3",Sun Feb 03 17:00:17 +0000 2019,0.4939,0.138,0.862,0.0
386,The New York Times,"In Opinion

Porter Fox writes, ""With the outlook for winter so dim, it is surprising, shocking even, that the ski i… https://t.co/j3HrTEcgWb",Sun Feb 03 16:45:06 +0000 2019,-0.1531,0.085,0.806,0.109
387,The New York Times,RT @nytimesworld: Attacks by Jewish settlers increased by 50 percent last year and threaten to ignite the West Bank. https://t.co/AGXVkn9n21,Sun Feb 03 16:31:17 +0000 2019,-0.5267,0.085,0.691,0.224
388,The New York Times,The U.S. will accept the last remaining refugee and asylum-seeker children being held on the remote island of Nauru… https://t.co/cwx7vQWPYw,Sun Feb 03 16:15:08 +0000 2019,0.3818,0.12,0.88,0.0
389,The New York Times,"RT @AsteadWesley: New w/ @melbournecoal: From Warren to Biden and Gillibrand + Tulsi, 2020 Dems are v sorry for past rhetoric/policies. How…",Sun Feb 03 16:00:47 +0000 2019,-0.0772,0.0,0.936,0.064
390,The New York Times,Boeing wanted to revamp their 737 to be more fuel efficient and better compete with rival Airbus. Now there are que… https://t.co/txBOH5gXAW,Sun Feb 03 15:51:48 +0000 2019,0.7165,0.23,0.77,0.0
391,The New York Times,Virginia Gov. Ralph Northam spoke of hopes for racial reconciliation and unity on the night of his 2017 election vi… https://t.co/8Fy0lkaI7o,Sun Feb 03 15:47:56 +0000 2019,0.4215,0.123,0.877,0.0
392,The New York Times,"""I have so many words on my heart that I want to say, but the most important thing I can say is thank you so much,… https://t.co/3zKtIuaPEa",Sun Feb 03 15:45:50 +0000 2019,0.7218,0.242,0.758,0.0
393,The New York Times,“My mother’s furs are her insistence on public elegance in a world frequently inhospitable to her. It is a point of… https://t.co/ApAt21hCgt,Sun Feb 03 15:00:13 +0000 2019,0.4767,0.14,0.86,0.0
394,The New York Times,"How much is too much toothpaste for a 3-year-old? Professionals suggest no more than a pea-size amount, but a CDC s… https://t.co/m9kMG6s3Qb",Sun Feb 03 15:00:09 +0000 2019,-0.1531,0.0,0.918,0.082
395,The New York Times,"""We no longer believe he can effectively serve as the governor of Virginia and that he must resign,"" Senators Mark… https://t.co/U9u2EHaHJE",Sun Feb 03 14:30:09 +0000 2019,0.1779,0.12,0.788,0.091
396,The New York Times,"In Opinion

@DLeonhardt writes, ""If you could have grown up as a fan at any time and in any place, what would you c… https://t.co/rD2YqxfyOX",Sun Feb 03 14:15:04 +0000 2019,0.3182,0.091,0.909,0.0
397,The New York Times,RT @nytimesarts: Can you remember a time before Google Image Search and Street View? Someone in every place had to take the first photograp…,Sun Feb 03 13:47:34 +0000 2019,0.0,0.0,1.0,0.0
398,The New York Times,"During the 2016 campaign, Donald Trump asked to borrow millions from Deutsche Bank, a loan request that was never d… https://t.co/u6qRs50dk8",Sun Feb 03 13:30:08 +0000 2019,0.0,0.0,1.0,0.0
399,The New York Times,RT @NYTSports: These four cities might not be feeling it on Super Bowl Sunday. https://t.co/FWIrWnHzjw,Sun Feb 03 13:15:05 +0000 2019,0.5469,0.213,0.712,0.075
400,Fox News,.@POTUS: “Hopefully we can all work together next year to continue delivering for the American people.”… https://t.co/FdLczQZN4g,Thu Nov 08 05:01:00 +0000 2018,0.0,0.0,1.0,0.0
401,Fox News,Former US Attorney Harry Litman on Whitaker &amp; Mueller probe: “I think most people think it’s unlikely that he would… https://t.co/6W1eHbZ7zZ,Thu Nov 08 04:55:00 +0000 2018,0.0,0.0,1.0,0.0
402,Fox News,Pete Davidson's 'SNL' castmate Kenan Thompson talks Dan Crenshaw joke: 'They are figuring out a way to right that w… https://t.co/MlIJF907FK,Thu Nov 08 04:50:00 +0000 2018,0.296,0.104,0.896,0.0
403,Fox News,".@jasoninthehouse: “Attorney General @jeffsessions is a patriot. He was a good Republican, and I applaud him for hi… https://t.co/lqmOqmHcJZ",Thu Nov 08 04:45:00 +0000 2018,0.7096,0.296,0.704,0.0
404,Fox News,"Tom Dupree on Acting Attorney General Matthew Whitaker: “Calls for him to recuse from Russia, I think, are meritles… https://t.co/74TWeQngjg",Thu Nov 08 04:35:00 +0000 2018,0.0,0.0,1.0,0.0
405,Fox News,"Cabinet shakeup expected after @jeffsessions pushed out, @edhenry reports @foxnewsnight https://t.co/6UTwyCpZRV https://t.co/MY7kH6s4T7",Thu Nov 08 04:25:00 +0000 2018,-0.1531,0.0,0.873,0.127
406,Fox News,"New reactions to Sessions resignation, Catherine Herridge has the story @foxnewsnight https://t.co/6UTwyCHBgv https://t.co/FaiATyMSgC",Thu Nov 08 04:14:15 +0000 2018,-0.296,0.0,0.845,0.155
407,Fox News,MLB star @Bharper3407 rejects $300M offer from Nationals: Reports (via @FoxBusiness) https://t.co/Bgfoyi7fNH,Thu Nov 08 04:05:00 +0000 2018,-0.4939,0.0,0.775,0.225
408,Fox News,Doug Schoen: Trump shouldn’t have fired Jeff Sessions – here’s why https://t.co/0ITTpZyqyx,Thu Nov 08 03:55:00 +0000 2018,-0.5574,0.0,0.735,0.265
